5914    kui
5915    xi
591A    duo
5919    su
591F    gou
94A5    yao yue
742C    wan
742E    cong
7428    kun
742A    qi
90E7    yun
7425    hu
7426    qi
7422    zuo zhuo
743C    qiong
7434    qin
7435    pi
7436    pa
7430    yan
7433    lin
740F    lian
7409    liu
740A    ya
7405    lang
7406    li
7403    qiu
741A    ju
741B    chen
94A7    jun
7410    suo
51FB    ji
51FA    chu
51F9    ao
51F8    tu
51FF    zao
51FD    han
51FC    dang
51F3    deng
51F0    huang
51F6    xiong
51F5    kan
51EB    fu
51EF    kai
51ED    ping
51E1    fan
51E0    ji
987C    xu
51E4    feng
51DB    lin
51DD    ning
51D1    cou
51CB    diao
51C9    liang
51CF    jian
51CC    ling
51C0    jing
51C7    song
51C6    zhun
51C4    qi
91B4    li
91B5    ju
6D12    sa
6D17    xi xian
6D19    zhu
6D1B    luo
6D1A    jiang
91BA    xun
6D1E    dong
6D01    jie
763E    yin
6D04    hui
91A2    hai
91A3    tang
91AD    bu
91AE    jiao
91AF    xi
6D0C    lie
91AA    lao
6D0E    ji
6D31    er
6D33    ru
6D32    zhou
9190    hu
9191    xu
9192    xing
6D39    huan
6D3B    huo
6D3D    qia
6D3C    wa
919A    mi
6D3E    pai
9185    pei
9187    chun
6D25    jin
6D27    wei
8A79    zhan
918C    kun
918D    ti
6D2B    xu
6D2A    hong
9189    zui
918B    cu
8627    ju qu
8629    fan
8638    zhan
863C    mi
63C4    yu
8605    heng
8611    mo
8616    nie
9F8C    wo
6469    mo ma
9F88    yin
9F89    yu
9F8A    chuo
9F8B    qu
9F84    ling
9F85    bao
9F86    tiao
9F87    chai zi
9F80    chen
6467    cui
9F83    zha ju
647A    zhe
6478    mo
9F9F    qiu gui jun
9F99    long
9F9A    gong
9F9B    kan
644A    tan
6448    bin
6441    en
6446    bai
6447    yao
6444    she
6445    shu
6458    zhai
645E    luo
6452    bing
6454    shuai
8174    yu
8170    yao
8171    jian
817C    mian
817D    wa
817E    teng
817F    tui
8179    fu
817A    xian
817B    ni
8165    xing
8167    shu
8160    cou
816D    e
816E    sai
8169    nan
8154    qiang
8155    wan
8150    fu
8151    fu
8153    fei
8159    zong
815A    ding
8146    tian
814C    a yan
8148    jing
814A    la
814B    ye
6CC4    xie
90E2    ying
6CCA    bo po
7FDF    zhai di
7FD8    qiao
7FD5    xi
7FD4    xiang
7FCC    yi
7FCE    ling
7FCA    yi
7FC5    chi
7FC1    weng
7FFC    yi
7FFB    fan
7FF1    ao
7FF0    han
7FF3    yi
7FEE    he
7FE9    pian
7FE5    zhu
7FE6    jian
7FE1    fei
7FE0    cui
90FE    yan
90FD    du dou
58A8    mo
58A9    dun
58BC    ji
5885    shu
5880    chi
5881    man
5883    jing
5889    yong
5892    shang
5893    mu
589E    zeng
589F    xu
5899    qiang
589A    liang
90CA    jiao
74BA    wen
74A7    bi
74A8    can
74A9    qu
7490    lu
749E    pu
749C    huang
7487    xuan
631A    zhi
7483    li
7480    cui
7481    cong
748E    ying
90C1    yu
90C5    zhi
90C4    qie
90DB    fu
6CF6    xue
90DC    gao
90D3    yun
90D1    zheng
6CFB    xie
6CFC    po
5FEE    zhi
5FD2    te
9664    chu
9667    nie
9661    dou
9662    yuan
966C    zou
9669    xian
9668    yun
966A    pei
9675    ling
9674    pi
9677    xian
9676    tao
9672    chui
9645    ji
9644    fu
9647    long
9646    liu lu
9640    tuo
9642    pi bei po
964D    xiang jiang
964C    mo
9649    jing xing
9648    chen
964B    lou
9655    shan
9654    gai
9650    xian
965F    zhi
965B    bi
8F6C    zhuai zhuan
8F6D    e
8F6E    lun
8F6F    ruan
8F68    gui
8F69    xuan
8F6B    ren
8F66    ju che
8F67    ya zha
8F7C    shi
8F7D    zai
8F7E    zhi
8F7F    jiao
8F78    zhen
8F79    li
8F7A    yao
8F7B    qing
8F74    zhou
8F75    zhi
8F76    yi
8F77    hu
8F70    hong
8F71    gu
8F72    ke
8F73    lu
6E98    ke
6E9F    ming
6E9C    liu
6E90    yuan
6574    zheng
9131    po
912F    shan
6E89    gai
6E8F    tang
6E83    kui
9C9C    xian
9122    yan
6E86    xu
6E85    jian
6EBB    ta
6EBA    ni
6570    shuo shu
6EBD    ru
9119    bi
6EB2    sou
6EB1    zhen
6EB7    hun
6EB6    rong
6EB4    xiu
6EAA    xi
6EAF    su
6EA2    yi
9104    juan
6EA7    li
6EA5    pu
86A4    zao
86A7    jie
86A3    gong
86AC    xian
86AF    qiu
86A9    chi
86A8    fu
86AA    dou
86B5    ke he
86B4    you
86B6    han
86B1    zha
86B0    you
86BA    ran
9C88    lu
8681    yi
8680    shi
8682    ma
868D    pi
868C    bang beng
868B    rui
868A    wen
8695    can
8693    yin
869D    hao
869C    ya
9C8D    bao
517D    shou
517C    jian
5179    ci zi
5178    dian
517B    yang
5175    bing
5174    xing
5177    ju
5176    qi
5171    gong
5170    lan
5173    guan
516D    liu lu
516C    gong
516E    xi
5168    quan
516B    ba
5165    ru
9C82    fang
5162    jing
515C    dou
515A    dang
5155    si
5154    tu
5156    yan
5151    dui
9C85    ba
514D    mian
5149    guang
5148    xian
514B    ke
5145    chong
5144    xiong
5146    zhao
5141    yun
5140    wu
5143    yuan
6556    ao
9CBB    zi
9CB0    zou
655D    bi
9CB5    ni
9CB7    diao
9CAB    ji
9CA1    li
654C    di
7E47    yao you zhou
998B    chan
7E41    fan po
9CA6    tiao
9CA7    gun
65EC    xun
9F17    tao
65EE    ga
65EF    la
65E8    zhi
9F13    gu
9F10    nai
65E5    ri
65E6    dan
65E7    jiu
65E0    wu
65E2    ji
9F19    pi
65FA    wang
9F0E    ding
65F6    shi
65F7    kuang
65F0    gan
65F1    han
65CC    jing
9F37    xi
65CE    ni
65CF    zu
65CB    xuan
65C4    mao
65C5    lv
65C6    pei
9F3B    bi
9F39    yan
9F22    fen
9F20    shu
9F2F    wu
65D6    yi
65D7    qi
65D2    liu
81FE    yu
81FC    jiu
81FB    zhen
81F4    zhi
81F3    zhi
81EC    nie
81ED    chou xiu
81EA    zi
81E7    zang
81E3    chen
81CC    gu
81CA    sao
81C6    yi
81C2    bei bi
81C3    yong
81C0    tun
81C1    lian
97ED    jiu
97EC    tao
97EB    yun
97EA    wei
97E9    han
97E7    ren
97E6    wei
8C18    zi
97F6    shao
97F5    yun
97F3    yin
8FD4    fan
8FD5    wu
8FD3    ya
8FD0    yun
8FD1    jin
8FDE    lian
8FDF    chi
8FDC    yuan
8FDD    wei
8FDB    jin
8FD8    huan hai
8FD9    zhe
8FC7    guo
8FC4    qi
8FC5    xun
8FC2    yu
8FC1    qian
8FCE    ying
8FC8    mai
8FF7    mi
8FF3    jing
8FF0    shu
8FFD    zhui
8FF8    beng
8FF9    ji
8FE6    jia
8FE4    yi
8FE5    jiong
8FE2    tiao
8FEE    ze
8FED    die
8FEA    di
8FEB    pai po
8FE8    dai
8FE9    er
582A    kan
5824    di
5820    hou
5821    bao pu bu
5835    du
5830    yan
580D    tu
580B    peng beng
5806    dui
5807    jin
5802    tang
5800    ku
581E    die
5819    yin
5815    duo
5811    qian
7738    mou
773A    tiao
773C    yan
7735    chi
7736    kuang
7737    juan
7728    zha
7729    xuan
772D    sui
772F    mi
7720    mian
7722    yuan
7726    zi
7719    yi
771A    sheng
771F    zhen
7708    dan
7709    mei
770B    kan
770D    kou
7701    xing sheng
7704    mian
7707    miao
50CF    xiang
50D6    xi
50DA    liao
50E7    seng
50E6    jiu
50EE    tong
50ED    jian
50EC    jiao
50F5    jiang
50F3    su
50FB    pi
9528    xian
88D5    yu
4E91    yun
8A89    yu
9531    zi
6E1D    yu
6E1A    zhu
6E14    yu
6E17    shen
6E16    shen
6E11    mian sheng
6E10    jian
6E0D    zi
6E0C    lu
6E0E    du
6E0A    yuan
6E05    qing
6E38    you
6E3A    miao
6E34    ke
6E32    xuan
6E2D    wei
6E2F    gang
6E29    wen
6E2B    xie
6E25    wo
6E24    bo
6E21    du
6E20    qu
6E23    zha
872E    yu
8729    tiao
8725    xi
8723    qiang
8722    meng
8721    la
873F    wan
873E    guo
873B    qing
8737    quan
8734    yi
8731    pi
870D    chu
870A    li
8709    fu
8708    wu
8707    zhe
8703    shen
8702    feng
8700    shu
871E    qi
871C    mi
871A    fei
8718    zhi
8717    wo
8715    tui
8713    ting
8712    yan
6577    fu
9C9A    ji
9C9B    jiao
6572    qiao
9C9E    xiang
9C9F    xun
9C90    tai
9C91    gui xie
9C92    jie
9C94    wei
9C95    er
6566    dun
9C8B    fu
6562    gan
6563    san
9C8E    hou
9C81    lu
656C    jing
656B    jiao
9C86    ping
9C87    nian
9CB8    jing
9CBA    shi
6555    chi
9CBC    fen
9CBD    die
6551    jiu
655E    chang
9CB1    fei
9CB2    kun
9CB3    chang
9CB4    gu
655B    lian
9CB6    nian
6559    jiao
9CA8    sha
9CA9    huan
6545    gu
9CAD    qing zheng
9CAE    ling
9CA0    geng
654F    min
9CA2    lian
9CA3    jian
9CA4    li
9CA5    shi
6548    xiao
6549    mi
7EE9    ji
7EE8    ti
7EEB    ling
7EEA    xu
7EED    xu
7EEF    fei
7EEE    qi
7EE1    xiao
7EE0    geng
7EE3    xiu
7EE2    juan
7EE5    sui
7EE7    ji
7EE6    tao
7EF8    chou
7EFB    quan
7EFA    liu
7EFD    zhan
7EFC    zong
7EFF    lv lu
7EFE    wan
7EF1    shang
7EF0    chuo chao
7EF3    sheng
7EF2    gun
7EF5    mian
7EF4    wei
7EF7    beng
7EF6    shou
7EC9    zhou
7EC8    zhong
7ECB    fu
7ECA    ban
7ECD    shao
7ECC    chu
7ECF    jing
7ECE    yi
7EC1    xie
7EC0    gan
7EC3    lian
7EC2    fu
7EC5    shen
7EC4    zu
7EC7    zhi
7EC6    xi
7ED9    gei ji
7ED8    hui
7EDB    jiang
7EDA    xuan
7EDD    jue
7EDC    lao luo
7EDF    tong
7EDE    jiao
7ED1    bang
7ED0    dai
7ED3    jie
7ED2    rong
7ED5    rao
7ED4    ku
7ED7    hang
5FB5    zhi zheng cheng
5FB7    de
5FBC    jiao
5FBD    hui
5FA1    yu
5FA8    huang
5FAA    xun
5FAD    yao
5FAE    wei
5F90    xu
5F92    tu
5F95    lai
5F97    dei de
5F98    pai
5F99    si xi
5F9C    chang
5F80    wang
5F81    zheng
5F82    cu
5F84    jing
5F85    dai
5F87    xun
5F88    hen
5F89    yang
5F8A    huai
5F8B    lv
5F8C    hou
5D6C    wei
7624    liu
9773    jin
9774    xue
7784    miao
7785    chou
778E    xia
977C    da
778C    ke
778D    sou
9761    mi
9760    kao
9762    mian
9765    ye
9769    ge
779F    piao
77A2    meng
77A0    cheng
9752    qing
77A7    qiao
9756    jing
77AA    deng
975B    dian
77A9    zhu
77AC    shun
975E    fei
77B3    tong
77B0    kan
77B5    lin
77BB    zhan
77BF    ju qu
77BD    gu
8C5A    tun
8C55    shi
8C49    chi
8C4C    wan
8C41    huo
8C46    dou
8C47    jiang
8C78    zhi
8C79    bao
8C7A    chai
8C73    bin
8C6A    hao
8C6B    yu
8C61    xiang
8C62    huan
6FA7    li
6FA1    zao
4F32    ni
6FB6    chan
6FB3    ao
6FB9    dan tan
6F84    deng cheng
6F8E    peng
6F8D    shu
6F8C    si
6F89    gan
6F88    che
4F3A    ci si
6F9C    lan
87B3    tang
87B5    piao
87BA    luo
87BD    zhong
87A8    man
87AB    shi
87AD    chi
87AC    cao
87AF    ao
8793    qin
8797    tang
879F    ming
8783    pang
8782    lang
8785    xi
8788    yuan
878B    sou
878D    rong
4F70    bai
5048    jie ji
4F73    jia
4F74    nai
504C    ruo
4F76    ji
504E    wei
5043    yan
4F7B    tiao
4F7C    jiao
5047    jia
4F7F    shi
4F60    ni
50A7    bin
4F64    wa
4F65    qian
4F67    ka
4F69    pei
4F6C    lao
4F6F    yang
4F50    zuo
4F51    you
4F53    ti
4F55    he
4F57    tuo
4F58    she
4F59    yu
4F5A    yi
4F5B    fu fo
5065    jian
4F5D    gou
4F5E    ning
4F5F    tong
4F1B    yu
507B    lv lou
4F43    dian
507F    chang
507E    fen
4F4D    wei
5077    tou
5076    ou
50A8    chu
4F1E    san
7977    dao
797A    qi
7978    huo
68B0    xie
7962    ni mi
7960    ci
7967    tiao
7965    xiang
7968    piao
796F    zhen
796D    ji
7953    fu
7957    zhi
7956    zu
795B    qu
795A    zuo
795F    sui
795E    shen
795D    zhu
795C    hu
7941    qi
7940    si
7946    xian
7949    zhi
7948    qi
57CF    shan
6C6A    wang
66F9    cao
66FC    man
66FE    ceng zeng
66FF    ti
66F0    yue
66F2    qu
66F3    ye
66F4    geng
66F7    he
66E9    nang
66E6    xi
66D9    shu
66DB    xun
66DC    yao
66DD    pu
7605    dan
94F9    lao
94F8    zhu
94FF    keng
94FE    lian
94FD    te
94FC    lai
760C    la
94F2    chan
94F1    yi
94F0    jiao
94F7    ru
94F6    yin
760A    hou
94F4    tang
94EB    diao yao qiao tiao
7615    jia
94E9    sha
94E8    quan
94EF    se
94EE    zheng
94ED    ming
94EC    ge luo
94E3    xi xian
94E2    zhu
94E1    zha
761F    wen
7618    lou
7619    sao
94E5    diu
94E4    ding ting
94DB    dang tang cheng
7625    cuo chai
94D9    nao
94D8    ye
7620    ji
94DE    diao
94DD    lv
94DC    tong
94D2    keng er
94D1    lao
94D0    kao
94D7    jia
7629    da
762A    bie
762B    tan
94CB    bi
94CA    yi shi tuo ta
94C9    xuan
94C8    shi
7630    luo
94CE    duo
94CD    pi
7633    chou
763C    mo
94C2    bo
94C1    tie
763F    ying
7638    que
94C6    mao
94C5    yan qian
94C4    shuo
5F3A    qiang jiang
5F39    dan tan
5F3C    bi
5F31    ruo
5F2A    jing
5F29    nu
5F2F    wan
5F2D    mi
5F20    zhang
5F26    xian
5F27    hu
5F25    mi
5F1B    chi
5F18    hong
7EB5    zong
5F1F    di
5F13    gong
5F11    shi
5F17    fu
5F15    yin
5F0A    bi
5F0B    yi
5F08    yi
5F0F    shi
5F02    yi
5F03    qi
5F00    kai
5F01    bian
5F04    nong long
94BB    zuan
4FFA    an
57D2    lie
4FF8    feng
4FFE    bi
57D5    cheng
57D4    bu pu
4FF3    pai
57D9    xun
4FF1    ju
57DF    yu
57DD    nian
4FEA    li
57C2    geng
4FE8    yan
4FE9    lia liang
4FEE    xiu
4FEF    fu
4FED    jian
57CB    mai man
4FE3    yu
4FE1    xin
4FE6    chou
57CE    cheng
4FDA    li
4FD8    fu
4FDE    yu
4FDF    qi si
4FDC    ping
4FDD    bao
57FA    ji
57F9    pei
57F8    yi
4FD7    su
57FD    sao
4FCA    jun
57E0    bu
4FCE    zu
4FCF    qiao
57E4    pi bei bi
4FC3    cu
57EF    an
4FC4    e
4FC5    qiu
6B21    ci
9EF9    zhi
6B24    yu
6F29    xuan
6F2B    man
6F2A    yi
6F2D    mang
6F2F    ta luo
6F20    mo
6F24    lan
6F3E    yang
6F31    shu
6F33    zhang
6F36    huan
6F09    lu
6F0F    lou
6F02    piao
6F06    qi
6F13    li
6F15    cao
6F14    yan
8438    yu
843D    lao luo la
843C    e
8431    xuan
8428    sa
8427    xiao
8426    ying
8425    ying
8424    ying
8418    nai
841D    luo
841C    tie
8411    huan
4E2A    ge
840B    qi
840F    dan
840E    wei
840D    ping
840C    meng
8403    cui
8401    ji
8406    bei bi
8404    tao
87D3    xiang
7780    mao
9776    ba
6643    huang
6641    chao
664B    jin
664F    yan
664C    shang
6652    shai
6653    xiao
6656    hui
6657    han
6654    ye
6655    yun
665A    wan
665F    sheng
7792    man
6661    bu
6666    hui
6664    wu
6668    chen
666E    pu
666F    jing
6670    xi
7791    ming
6676    jing
6677    gui
6674    qing
667A    zhi
667E    liang
6273    ban
6270    rao
9990    xiu
79F0    chen cheng
79FD    hui
627E    zhao
79F8    jie
79FB    yi
627F    cheng
79E4    cheng
79E7    yang
79E6    qin
79E3    mo
79ED    zi
79EF    ji
79E9    zhi
79EB    shu
79D5    bi
79D1    ke
79D2    miao
79DF    zu
77A5    pie
79D8    mi bi
9759    jing
79C6    gan
79C1    si
79C0    xiu
79C3    tu
79CD    zhong chong
9980    yu
79C9    bing
79CB    qiu
6267    zhi
5EBE    yu
5EB8    yong
5EB9    tuo
5EB5    an
5EB6    shu
5EB7    kang
5EB3    bi
5EAD    ting
998D    mo
5EA5    xiu
5EA6    du duo
5EA7    zuo
5EA0    xiang
9E48    ti
5E9C    fu
5E9E    pang
5E9F    fei
5E99    miao
5E9A    geng
5E94    ying
5E95    di
5E96    pao
5E97    dian
5E90    lu
5E91    wu
5E93    ku
5E8F    xu
626C    yang
5E8A    chuang
5E8B    gui
5E84    zhuang
5E86    qing
5E87    bi
5E80    pi
99A5    fu
624E    zha za
90AA    ye xie
90A2    xing
90B8    di
90B9    zou
90BB    lin
768E    jiao
768B    gao
7688    gui
7686    jie
7687    huang
7684    de di
7682    zao
946B    xin
7699    xi
7696    wan
7693    hao
7691    ai
76AE    pi
90B4    bing
76A4    po
6C18    dao
76BF    min
6C1B    fen
76B4    cun
76B2    jun
76B1    zhou
8D64    chi
8D66    she
8D67    nan
8D60    zeng
8D61    dan shan
8D62    ying
8D63    gan
8D6D    zhe
8D6B    he
8D74    fu
8D75    zhao
8D76    gan qian
8D77    qi
8D70    zou
8D73    jiu
8D44    zi
8D45    gai
8D46    jin
8D47    qiu
8D40    zi
8D41    lin
8D42    lu
8D43    zang
8D4C    du
8D4D    ji
8D4E    shu
8D4F    shang
8D48    zhen
8D49    lai
8D4A    she
8D4B    fu
8D54    pei
8D55    dan tan
8D56    lai
8D50    ci
8D53    geng
8D5C    ze
8D5D    yan
8D5E    zan
8D58    zhui
8D59    fu
8D5A    zhuan
8D5B    sai
68B3    shu
6C2E    dan
68B5    fan
68A2    shao
68A7    wu
68A6    meng
68A8    li
68AF    ti
68AD    suo
6893    zi
6897    geng
9099    mang
6883    ting
6881    liang
6886    bang
6885    mei
688F    gu
909D    kuang
84BD    en
84BF    hao
84B9    jian
84B8    zheng
84BA    ji
84B4    shuo
84B2    pu
84AF    kuai
84A1    bang
849C    suan
8499    meng
8497    lang
9095    yong
848C    lou
848E    pai
8489    kui
8488    kai
848B    jiang
8487    chan
8482    di
4E7E    qian
5751    keng
5750    zuo
575D    ba
575C    li
575F    fen
575E    wu
4E70    mai
4E71    luan
575B    tan
4E73    ru
5747    jun
4E69    ji
5742    ban
574D    tan
574C    ben
4E66    shu
574E    kan
4E60    xi
4E61    xiang
574A    fang
4E5C    mie nie
4E5D    jiu
4E5E    qi
5776    mu
4E58    sheng cheng
4E59    yi
5773    ao
4E54    qiao
577C    che
4E56    guai
4E50    le yue
4E52    ping
4E53    pang
4E4C    wu
5764    kun
4E4E    hu
5766    tan
5761    po
4E49    yi
4E4B    zhi
576D    ni
4E45    jiu
576F    pi
4E47    tuo
5769    gan
5768    tuo
576B    dian
576A    ping
787C    peng
7877    jian
786E    que
786D    mang
786C    ying
786B    liu
786A    wo yi
785D    xiao
7857    qiao
7856    xia
7855    shuo
8930    qian
7852    xi
7850    dong
784E    xing
784C    luo
7847    nao
7845    gui
7840    chu
6B59    xi she
9E92    qi
9E9D    she
67C4    bing
67C1    tuo
67C3    ling
67CF    bo bai
67D4    rou
67D0    mou
67D1    gan
67D2    qi
67D3    ran
67DC    ju gui
67DD    tuo
67DE    zha zuo
67D8    zhe
67D9    xia
67DA    you
67E5    zha cha
67E0    ning
67E2    di
67EC    jian
67EF    ke
67E9    jiu
67F4    chai
67F0    nai
67F1    zhu
67F3    liu
67FD    cheng
67FF    shi
7110    wu
7113    han
7115    huan
7116    men
7118    dao tao
7119    bei
711A    fen
7109    yan
710A    han
7130    yan
7131    yan
7136    ran
7126    jiao
6B6A    wai
712F    zhuo
8DEF    lu
8DEC    kui
8DEA    gui
8DEB    qiong
8DE8    kua
8DE4    jiao
8DE3    xian
6B66    wu
8DFD    ji
8DFA    duo
8DFB    ji
8DF8    bi
8DF9    xian
8DF7    qiao
8DF5    jian
8DF3    tiao
8DCE    tuo
8DCF    jia
8DCC    die
9EBB    ma
8DCB    ba
95EF    chuang
95EE    wen
95ED    bi
95EB    yan
95EA    shan
95E9    shuan
95E8    men
8DDE    li
8DDF    gen
95F5    min
95F4    jian
95F3    hong
8DDB    bo
95F1    wei
95F0    run
8DD6    zhi
8DD7    fu
95FD    min
95FC    ta
95FB    wen
95FA    gui
95F9    nao
8DD1    pao
5E06    fan
5E05    shuai
5E02    shi
5E03    bu
5E01    bi
5E0F    wei
5E0C    xi
5E08    shi
5E16    tie
5E14    pei
5E15    pa
5E10    zhang
5E11    tang
5E1C    zhi
5E1D    di
5E1A    zhou
5E1B    bo
5E18    lian
5E19    zhi
5E26    dai
5E2E    bang
5E2D    xi
5E37    wei
5E31    dao chou
5E3C    guo
5E3D    mao
5E3B    ze
5E38    chang
56DF    xin
56DE    hui
56DD    jian
56DB    si
56DA    qiu
56D7    wei
56D4    nang
91C7    cai
56CA    nang
56FF    you
56FE    tu
56FD    guo
56FA    gu
56F9    ling
56F5    lun
56F4    wei
56F1    cong
56F0    kun
56ED    yuan
56EB    hu
56E4    tun dun
56E2    tuan
56E1    nan
56E0    yin
504F    pian
4F7E    yi
4F63    yong
505C    ting
850C    su
8517    zhe
8513    wan man
8511    mie
851F    cu
851A    wei yu
8521    cai
5055    xie
852C    shu
852B    nian
8537    qiang
853D    bi
853C    ai
853B    kou
853A    lin
8539    lian
8538    dou
506C    zong
4EC6    pu
4EC7    qiu chou
6837    yang
4EC5    jin
4EC2    le
4EC3    ding
6833    lao
6832    kao
4ECE    cong
683C    ge
683E    luan
6839    gen
6838    hu he
4EC9    zhang
4ED6    ta
4ED7    zhang
4ED4    zi
4ED5    shi
6821    xiao jiao
4ED3    cang
4ED1    lun
4EDE    ren
4EDF    qian
4EDD    tong
6829    xu
4ED8    fu
4ED9    xian
6817    li
6816    qi
6811    shu
4EE3    dai
6813    shuan
4EE1    ge
681D    gua
4EEC    men
4EEA    yi
4EEB    mu
4EE8    sa
6805    zha shan
4EF7    jia
6807    biao
4EF5    wu
4EF2    zhong
4EF3    pi
4EF0    yang
4EFF    fang
680F    lan
4EFD    fen
6809    zhi
4EFB    ren
680B    dong
680A    long
4F46    dan
4F4E    di
4F4F    zhu
78C1    ci
9AB1    jie xie
78C5    bang pang
9AB6    di
9AB7    ku
9AB8    hai
78CB    cuo
78CA    lei
9ABC    ge
9AA0    piao biao
78D0    pan
9AA2    cong
9AA3    zhan
78D5    ke
9AA5    ji
9AA7    xiang
9AA8    gu
9A90    qi
9A91    qi
9A92    ke
9A93    zhui
9A96    can
9A97    pian
9A98    zhi
78E8    mo
9A9A    sao
9A9B    wu
9A9C    ao
9A9D    liu
9A9E    qian
9A9F    shan
9A80    dai tai
9A81    xiao
9A82    ma
78F2    qu
9A84    jiao
78F4    deng
78F7    lin
9A87    hai
9A88    pian
9A8A    li
9A8B    cheng
9A8C    yan
9A8F    jun
674E    li
674F    xing
674C    wu
6748    cha
6749    sha shan
6746    gan
6742    za
6743    quan
6740    sha
675E    qi
675F    shu
675C    du
6756    zhang
6753    biao
6750    cai
6751    cun
676F    bei
676D    hang
676A    miao
6768    yang
6769    ma
6765    lai
6760    gang
6761    tiao
677E    song
677F    ban
677C    zhu
6777    pa
6775    chu
6772    gao
6773    yao
6770    jie
5D82    zhang
5D99    lin
5D9D    deng
5DB7    yi
7198    liu
7199    xi
719F    shu
7194    rong
718A    xiong
718F    xun
7184    xi
71B9    xi
71B3    man
71B5    shang
71A8    yu yun
71AC    ao
71A0    yi
9549    ge
954A    nie
954D    nie
954C    juan
954F    liu
954E    na
9541    mei
9540    du
9542    lou
9545    mei
9544    fei
9547    zhen
9546    mo
9559    luo
9558    man
955B    yong
955D    di
955C    jing
955F    xuan
955E    zu
9551    bang pang
9550    gao hao
9553    jia
9552    yi
9554    bin
9557    tang
9556    biao
9569    cuan
9568    pu
956B    deng
956A    qiang
956D    lei
956C    huo
956F    shu zhuo
9561    tan chan xin
9563    liao
9562    jue
9565    lu
9564    pu
9567    lan
9566    dun
957F    chang zhang
8A48    li
9570    lian
9573    biao
9572    cha
9576    xiang
69BB    ta
69B7    que
69B4    liu
69B1    cui
69AD    xie
69AB    sun
69A8    zha
69A7    fei
699C    bang
699B    zhen
6998    ju
6995    rong
6994    lang
698D    xie
6989    ju
6988    lv
6987    chen
6986    yu
6984    lan
6982    gai
6980    pin
5662    o
5664    jin
5669    e
5668    qi
566B    yi
566A    zao
566C    shi
5671    xue
5676    ga
567B    sai
567C    pi
564D    jiao
564C    ceng cheng
564E    ye
5654    deng
5657    pu
5659    qin
5658    jue
565C    lu
858F    yi
8585    hao
8584    bao bo
8587    wei
859B    xue
859C    bi
7643    long
85A8    hong
85AA    xin
85AF    shu
85AE    sou
85A4    xie
85B9    tai
85B0    xun
85B7    ru
765C    dian
766F    qu
7B4B    jin
7B49    deng
7B4F    fa
7B4C    quan
7B47    qiong
7B45    xian
7B5B    shai
7B5A    bi
7B58    kou
7B5D    zheng
7B52    tong
7B51    zhu
7B50    kuang
7B56    ce
7B54    da
7B6E    shi
7B62    pa
7B60    jun yun
7B7B    gang
7B79    chou
7B7E    qian
7B72    shao
7B71    xiao
7B77    kuai
7B75    yan
60D1    huo
60D5    ti
60D8    wang
60DA    hu
60DC    xi
60DD    chang
60DF    wei
60C5    qing
60C6    chou
970F    fei
60CA    jing
60CB    wan
60F0    duo
60F3    xiang
60F4    zhui
60F6    huang
60F9    re
60FA    xing
60E0    hui
60E6    dian
60E7    ju
60E8    can
60E9    cheng
60EB    bei
60EC    qie
60ED    can
60EE    dan
60EF    guan
701A    han
701B    ying
7011    pu
7039    yue
7035    fen
7023    xie
92C8    wu
4FA7    ce
906D    zao
5018    tang
906E    zhe
4FAF    hou
5012    dao
9065    yao
90CE    lang
61D2    lan
5D16    ya
5D14    cui
5D1B    jue
5D1E    guo
502C    zhuo
5D02    lao
5D03    lai
5D06    kong
5D07    chong
4F91    you
5D0E    qi
5D34    wei wai
5D3E    yao
5D3D    zai
4F9D    yi
5D26    yan
5D27    song
5D29    beng
5D2E    gu
5D2D    zhan
55EB    nie
55EA    qin
55E8    hai
55EF    ng
55EC    he
55E3    si
55E1    weng
55E6    suo
55E5    hao
55E4    chi
55FE    sou
55FD    sou
55F3    ai
55F2    dia
55F7    ao
55F5    tong
55C9    su
55CD    suo
55CC    ai
55C5    xiu
55C4    a
55DF    jie
55DD    ge
55DC    shi
55D3    sang
55D2    da
55D1    ke
55D6    sou
55D4    chen
9057    yi
6C76    wen
9053    dao
8212    shu
8210    shi
8214    tian
821B    chuan
821F    zhou
821E    wu
821C    shun
8202    chong
8201    yu
8200    yao
8206    yu
8205    jiu
8204    xi
820D    she
820C    she
8233    zhu
8231    cang
8230    jian
8237    xian
8236    bo
8235    duo
8234    ze
823B    lu
8239    chuan
8238    ge
823E    xi
8223    yi
8222    shan
8221    chuan
822B    fang
822A    hang
8228    ban
822F    zhong
822D    bi
822C    ban
989B    zhuan
6901    guo
6905    yi
690B    liang
690D    zhi
690E    zhui
6910    ju
6912    jiao
691F    du
6920    qian
6924    luo
692D    tuo
6930    ye
6934    duan
6939    shen zhen
693D    chuan
693F    chun
7BCC    hou
7BC7    pian
7BC6    zhuan
7BC1    huang
7BDD    gou
7BD9    gao
7BDA    fei
7BD1    kui
7BD3    lou
7BEE    lan
7BEA    chi
7BE5    li
7BE6    bi
7BE1    cuan
7BFC    dou
7BFE    mie
7BF7    peng
7BF1    li
605A    hui
6059    yang
605D    jia
6052    heng
6050    kong
6055    shu
604B    lian
604D    huang
6042    xun
6043    shi
6041    nen
607A    kai
607B    ce
6078    tong
6079    yan
607F    yong
607C    nao
607D    yun
6073    ken
6070    qia
6076    wu e
606A    ke
606B    dong
6068    hen
6069    en
606F    xi
606C    tian
606D    gong
